Title,Author,Year,Genre,Price,Rating
War and Peace,J.K. Rowling,1966,Drama,21.8,1.1
The Great Gatsby,George Orwell,1986,Mystery,10.79,2.0
The Great Gatsby,Stephen King,1955,Romance,21.55,5.0
The Odyssey,Jane Austen,1973,Adventure,11.23,3.4
To Kill a Mockingbird,Jane Austen,1992,Non-Fiction,19.48,3.5
The Odyssey,Agatha Christie,1955,Romance,29.32,4.0
Ulysses,J.K. Rowling,1964,Romance,18.67,3.2
To Kill a Mockingbird,Jane Austen,1950,Mystery,19.04,4.6
Brave New World,Jane Austen,1960,Mystery,10.18,4.3
War and Peace,Ernest Hemingway,2009,Drama,8.62,2.6
War and Peace,Ernest Hemingway,1999,Adventure,13.5,3.0
The Odyssey,J.K. Rowling,1994,Historical,28.64,3.5
Hamlet,Agatha Christie,1956,Drama,19.44,4.6
To Kill a Mockingbird,Stephen King,1977,Sci-Fi,20.53,1.4
Hamlet,Stephen King,1977,Historical,9.49,2.4
Ulysses,George Orwell,1959,Horror,28.7,2.9
Hamlet,Ernest Hemingway,1986,Historical,26.7,3.6
Ulysses,Agatha Christie,2015,Horror,29.71,2.1
Pride and Prejudice,Ernest Hemingway,1992,Drama,26.76,3.6
To Kill a Mockingbird,Jane Austen,1958,Romance,12.47,1.9
War and Peace,J.K. Rowling,1971,Adventure,22.07,4.4
The Odyssey,Jane Austen,2022,Mystery,15.94,1.5
Ulysses,Margaret Atwood,1988,Sci-Fi,15.56,2.2
Moby Dick,Mark Twain,2014,Mystery,14.23,1.2
Brave New World,George Orwell,1993,Sci-Fi,7.66,1.4
Hamlet,Stephen King,1957,Adventure,10.82,3.8
Hamlet,J.K. Rowling,1983,Adventure,22.12,2.9
1984,Mark Twain,1969,Adventure,15.05,1.5
To Kill a Mockingbird,Margaret Atwood,1991,Non-Fiction,26.89,3.0
Moby Dick,Mark Twain,2016,Mystery,10.53,2.3
War and Peace,Margaret Atwood,2013,Non-Fiction,22.48,4.2
The Odyssey,George Orwell,2015,Romance,6.82,5.0
1984,Margaret Atwood,2017,Drama,21.43,3.9
1984,George Orwell,1987,Horror,9.67,3.2
Pride and Prejudice,George Orwell,1972,Non-Fiction,22.11,2.0
Pride and Prejudice,Margaret Atwood,1985,Sci-Fi,29.95,4.4
Ulysses,Stephen King,1995,Drama,26.03,1.0
Brave New World,Mark Twain,1955,Non-Fiction,24.57,1.7
Brave New World,J.K. Rowling,1956,Horror,6.56,2.7
1984,Stephen King,1986,Horror,24.6,3.8
Ulysses,J.R.R. Tolkien,1960,Thriller,6.09,1.4
Ulysses,Ernest Hemingway,1991,Horror,15.38,4.7
Moby Dick,J.K. Rowling,1978,Adventure,12.53,1.4
The Great Gatsby,Margaret Atwood,1959,Thriller,23.05,3.2
Brave New World,Mark Twain,2013,Fantasy,9.03,3.5
The Great Gatsby,Mark Twain,1970,Sci-Fi,5.92,2.6
Hamlet,George Orwell,1955,Historical,25.94,3.7
The Odyssey,George Orwell,2009,Sci-Fi,27.31,1.4
To Kill a Mockingbird,Margaret Atwood,1962,Romance,28.9,3.0
Moby Dick,J.K. Rowling,1980,Horror,10.53,3.0
1984,Margaret Atwood,1978,Romance,28.22,3.2
Ulysses,Stephen King,2014,Sci-Fi,14.07,3.3
Moby Dick,Ernest Hemingway,2012,Drama,26.04,4.4
The Odyssey,J.R.R. Tolkien,1970,Horror,25.33,4.1
Ulysses,Margaret Atwood,1991,Adventure,12.25,1.9
Brave New World,J.K. Rowling,1954,Non-Fiction,11.21,3.4
1984,J.K. Rowling,2018,Sci-Fi,5.09,1.8
The Odyssey,George Orwell,2015,Drama,29.42,3.4
Pride and Prejudice,F. Scott Fitzgerald,2018,Sci-Fi,10.41,1.4
Moby Dick,Agatha Christie,1958,Fantasy,6.4,4.3
The Odyssey,Mark Twain,2012,Mystery,28.07,4.0
Ulysses,Agatha Christie,1953,Sci-Fi,29.7,1.6
Pride and Prejudice,Stephen King,1989,Non-Fiction,8.93,4.3
Moby Dick,J.R.R. Tolkien,2015,Mystery,15.37,4.8
Hamlet,Stephen King,1963,Horror,19.15,3.0
1984,Mark Twain,2008,Fantasy,12.33,1.1
Moby Dick,Jane Austen,1989,Historical,12.23,1.3
War and Peace,Mark Twain,2014,Thriller,21.85,2.9
The Odyssey,Agatha Christie,2023,Non-Fiction,21.21,3.4
Ulysses,Stephen King,1962,Fantasy,9.05,2.5
The Odyssey,J.R.R. Tolkien,2009,Non-Fiction,8.66,1.4
The Odyssey,Stephen King,1968,Horror,13.07,4.6
To Kill a Mockingbird,George Orwell,1950,Fantasy,5.56,4.9
Hamlet,Stephen King,1994,Mystery,6.16,2.1
War and Peace,George Orwell,1955,Adventure,16.41,1.3
Moby Dick,Margaret Atwood,1980,Thriller,25.78,2.0
Moby Dick,J.K. Rowling,1996,Thriller,28.1,2.8
The Odyssey,Margaret Atwood,2022,Romance,7.56,2.9
Ulysses,Mark Twain,1970,Mystery,11.92,2.1
To Kill a Mockingbird,Stephen King,1993,Mystery,6.31,1.4
The Great Gatsby,F. Scott Fitzgerald,2015,Non-Fiction,10.48,3.9
To Kill a Mockingbird,Jane Austen,1965,Romance,25.18,4.8
The Great Gatsby,Mark Twain,1988,Thriller,19.18,4.6
War and Peace,J.R.R. Tolkien,1957,Mystery,21.24,4.3
The Odyssey,F. Scott Fitzgerald,1998,Horror,8.89,4.8
Pride and Prejudice,Jane Austen,1972,Sci-Fi,20.64,3.1
The Odyssey,Stephen King,1994,Horror,24.53,4.6
The Odyssey,Stephen King,1968,Drama,7.92,1.1
Hamlet,Stephen King,1969,Sci-Fi,18.08,4.2
Pride and Prejudice,Margaret Atwood,1960,Thriller,12.36,1.6
Pride and Prejudice,Agatha Christie,2014,Horror,5.96,1.4
Brave New World,Stephen King,2013,Thriller,29.7,1.5
Pride and Prejudice,Mark Twain,2003,Romance,10.21,1.7
The Odyssey,J.R.R. Tolkien,2016,Romance,14.26,1.8
Brave New World,F. Scott Fitzgerald,1974,Non-Fiction,17.07,2.5
The Great Gatsby,Margaret Atwood,1997,Drama,17.86,1.4
Ulysses,Agatha Christie,1991,Horror,20.44,3.0
War and Peace,Agatha Christie,1992,Fantasy,27.57,1.4
Ulysses,Agatha Christie,1975,Historical,8.89,1.4
1984,Jane Austen,1991,Thriller,24.19,4.5
Moby Dick,Margaret Atwood,1969,Thriller,15.91,3.5
To Kill a Mockingbird,F. Scott Fitzgerald,2014,Sci-Fi,22.24,1.8
Moby Dick,Mark Twain,1974,Drama,26.73,3.8
To Kill a Mockingbird,Jane Austen,2008,Fantasy,12.68,3.0
Moby Dick,Mark Twain,1969,Fantasy,19.58,4.9
The Odyssey,Margaret Atwood,1976,Sci-Fi,11.32,1.8
Ulysses,Stephen King,1986,Sci-Fi,24.53,4.0
Ulysses,F. Scott Fitzgerald,1959,Fantasy,21.61,3.0
Brave New World,J.R.R. Tolkien,2003,Drama,10.14,4.1
Ulysses,George Orwell,2006,Historical,24.19,1.2
Moby Dick,Mark Twain,1950,Non-Fiction,29.92,2.0
Hamlet,Stephen King,2023,Fantasy,10.27,1.1
Brave New World,Ernest Hemingway,2004,Non-Fiction,19.82,4.5
Brave New World,Margaret Atwood,2000,Romance,7.07,4.6
War and Peace,Mark Twain,1953,Thriller,26.9,2.9
Hamlet,Mark Twain,2005,Thriller,13.96,4.6
Moby Dick,J.R.R. Tolkien,1997,Historical,20.21,4.6
To Kill a Mockingbird,Mark Twain,1993,Non-Fiction,6.69,2.4
The Odyssey,Jane Austen,1966,Fantasy,8.39,4.5
The Odyssey,Jane Austen,1999,Drama,19.48,4.2
Hamlet,Agatha Christie,1951,Adventure,20.78,4.1
The Great Gatsby,Jane Austen,2004,Romance,23.8,4.8
War and Peace,Margaret Atwood,1956,Romance,10.48,3.0
To Kill a Mockingbird,J.K. Rowling,1997,Horror,13.45,3.6
Pride and Prejudice,Margaret Atwood,2021,Historical,14.71,3.8
Hamlet,Margaret Atwood,1956,Fantasy,16.29,1.2
1984,J.R.R. Tolkien,1960,Sci-Fi,8.42,3.7
Hamlet,J.K. Rowling,1951,Sci-Fi,22.25,4.7
Brave New World,Mark Twain,2010,Thriller,6.17,3.1
To Kill a Mockingbird,F. Scott Fitzgerald,1979,Fantasy,29.03,5.0
1984,Ernest Hemingway,1980,Sci-Fi,19.07,1.9
1984,Jane Austen,1991,Drama,24.12,4.5
Pride and Prejudice,J.K. Rowling,2021,Non-Fiction,29.67,2.1
Moby Dick,Jane Austen,2009,Thriller,12.24,2.1
Moby Dick,Stephen King,2013,Historical,7.73,3.7
Hamlet,F. Scott Fitzgerald,2023,Adventure,18.3,3.4
1984,Stephen King,2011,Drama,14.89,5.0
To Kill a Mockingbird,Margaret Atwood,1955,Mystery,22.25,1.2
Brave New World,Agatha Christie,2018,Mystery,15.89,2.9
The Great Gatsby,F. Scott Fitzgerald,2000,Sci-Fi,21.37,1.9
War and Peace,Jane Austen,2017,Thriller,17.14,2.2
The Great Gatsby,J.K. Rowling,1988,Drama,6.42,1.5
The Odyssey,F. Scott Fitzgerald,1983,Adventure,15.96,4.5
The Odyssey,J.K. Rowling,1986,Romance,14.16,1.2
Moby Dick,Agatha Christie,1993,Horror,28.08,1.7
The Great Gatsby,Stephen King,1957,Adventure,11.2,1.5
Brave New World,Margaret Atwood,1954,Historical,13.07,4.1
Moby Dick,J.K. Rowling,1995,Romance,14.74,1.6
Ulysses,Margaret Atwood,2016,Drama,16.8,3.8
1984,Ernest Hemingway,2013,Adventure,20.66,2.4
The Odyssey,Jane Austen,1973,Historical,8.5,1.4
Brave New World,Mark Twain,2003,Fantasy,24.87,4.0
The Great Gatsby,J.R.R. Tolkien,2005,Historical,21.95,1.4
The Odyssey,Jane Austen,1957,Historical,5.37,2.9
Pride and Prejudice,Mark Twain,2011,Romance,25.14,4.1
Ulysses,George Orwell,1990,Historical,28.25,4.3
Moby Dick,Jane Austen,2006,Drama,15.39,3.4
Brave New World,Jane Austen,1960,Horror,29.76,1.9
To Kill a Mockingbird,Agatha Christie,1980,Mystery,6.94,1.7
Hamlet,Mark Twain,1986,Drama,26.97,2.1
Brave New World,Jane Austen,2014,Adventure,15.2,4.1
Hamlet,Ernest Hemingway,2008,Mystery,21.26,1.7
To Kill a Mockingbird,Stephen King,1973,Mystery,18.7,4.7
The Odyssey,George Orwell,2011,Mystery,14.76,4.1
Ulysses,Agatha Christie,1961,Horror,18.97,3.0
Ulysses,F. Scott Fitzgerald,2003,Historical,10.37,2.9
To Kill a Mockingbird,Mark Twain,1962,Historical,29.96,4.5
War and Peace,Jane Austen,1950,Adventure,13.55,3.1
1984,F. Scott Fitzgerald,2006,Non-Fiction,21.01,4.6
1984,J.K. Rowling,1966,Thriller,15.18,1.4
1984,J.R.R. Tolkien,1993,Drama,19.35,2.9
To Kill a Mockingbird,Ernest Hemingway,2009,Romance,27.65,3.7
1984,Stephen King,2005,Mystery,22.05,1.2
Brave New World,Mark Twain,2011,Horror,21.56,4.9
The Odyssey,Mark Twain,1976,Sci-Fi,6.65,1.2
Ulysses,J.K. Rowling,1981,Mystery,17.45,3.1
The Odyssey,George Orwell,2022,Thriller,16.06,1.2
Moby Dick,Ernest Hemingway,1968,Adventure,6.9,1.9
To Kill a Mockingbird,Mark Twain,1995,Fantasy,11.49,4.0
Pride and Prejudice,J.R.R. Tolkien,1998,Thriller,15.9,4.4
War and Peace,Stephen King,2001,Non-Fiction,29.04,2.1
Pride and Prejudice,Mark Twain,2007,Thriller,6.42,2.6
To Kill a Mockingbird,Stephen King,2001,Adventure,9.7,4.0
Moby Dick,Agatha Christie,1968,Fantasy,21.64,1.5
War and Peace,Agatha Christie,1971,Fantasy,20.97,4.8
The Odyssey,Agatha Christie,1960,Adventure,15.88,2.5
To Kill a Mockingbird,George Orwell,2014,Fantasy,11.44,3.2
To Kill a Mockingbird,Margaret Atwood,1963,Mystery,9.47,1.2
Hamlet,J.K. Rowling,2009,Thriller,23.28,1.8
1984,J.R.R. Tolkien,1966,Fantasy,22.99,4.9
Pride and Prejudice,Agatha Christie,1998,Romance,16.83,2.1
War and Peace,J.K. Rowling,2001,Romance,14.77,3.9
Hamlet,Stephen King,1974,Thriller,11.37,4.6
Brave New World,Jane Austen,1955,Non-Fiction,18.43,3.2
Brave New World,Agatha Christie,1957,Sci-Fi,26.36,2.1
War and Peace,J.R.R. Tolkien,1973,Thriller,13.89,4.3
1984,Ernest Hemingway,2003,Horror,17.31,1.1
1984,Ernest Hemingway,1999,Thriller,11.01,3.3
The Odyssey,J.K. Rowling,2008,Thriller,20.14,2.6
Ulysses,J.R.R. Tolkien,1975,Non-Fiction,18.78,2.8
The Odyssey,Agatha Christie,2013,Sci-Fi,27.4,3.6
The Odyssey,J.K. Rowling,1966,Drama,13.68,3.2
Moby Dick,F. Scott Fitzgerald,1991,Sci-Fi,19.81,3.6
The Odyssey,George Orwell,1961,Non-Fiction,6.5,3.2
1984,Agatha Christie,2008,Thriller,6.61,1.4
The Odyssey,Margaret Atwood,1955,Non-Fiction,7.92,4.3
Ulysses,George Orwell,1970,Mystery,8.31,2.4
Moby Dick,Jane Austen,1984,Drama,19.7,1.6
1984,George Orwell,2000,Sci-Fi,24.69,4.6
The Odyssey,J.R.R. Tolkien,2010,Thriller,28.86,2.8
Pride and Prejudice,Stephen King,2003,Mystery,10.31,1.4
Pride and Prejudice,Jane Austen,1987,Non-Fiction,7.07,2.1
The Great Gatsby,Mark Twain,1994,Historical,29.26,2.7
Hamlet,Mark Twain,2023,Fantasy,7.89,4.2
Brave New World,Agatha Christie,1996,Mystery,26.84,1.3
1984,J.R.R. Tolkien,1984,Non-Fiction,18.29,2.1
The Great Gatsby,Mark Twain,1993,Horror,17.03,4.7
War and Peace,J.R.R. Tolkien,2001,Romance,15.18,3.2
War and Peace,J.R.R. Tolkien,1979,Sci-Fi,7.05,2.0
The Great Gatsby,J.R.R. Tolkien,2022,Mystery,14.84,4.3
The Great Gatsby,Jane Austen,1988,Fantasy,22.53,4.1
Hamlet,Margaret Atwood,1951,Drama,10.99,4.8
Moby Dick,Stephen King,2002,Thriller,5.12,1.1
To Kill a Mockingbird,J.R.R. Tolkien,1980,Historical,6.08,1.7
Hamlet,Stephen King,2001,Romance,28.66,4.0
Brave New World,Ernest Hemingway,2023,Romance,13.74,1.7
The Great Gatsby,Stephen King,2001,Drama,16.11,3.2
The Great Gatsby,George Orwell,1952,Horror,11.45,2.9
Pride and Prejudice,Ernest Hemingway,1959,Sci-Fi,16.51,1.8
Moby Dick,Jane Austen,1951,Non-Fiction,23.81,1.3
1984,F. Scott Fitzgerald,1972,Thriller,23.25,2.1
Ulysses,Jane Austen,1985,Mystery,16.58,4.9
Moby Dick,Ernest Hemingway,1998,Historical,24.23,1.8
To Kill a Mockingbird,Mark Twain,1982,Mystery,29.99,4.5
Hamlet,Mark Twain,2011,Fantasy,27.41,3.0
Hamlet,Jane Austen,1995,Adventure,28.2,1.3
Pride and Prejudice,Margaret Atwood,1985,Fantasy,9.69,2.4
Ulysses,J.R.R. Tolkien,1992,Drama,24.08,2.4
Hamlet,J.R.R. Tolkien,2001,Romance,14.51,3.5
The Great Gatsby,Margaret Atwood,1980,Historical,7.74,1.7
Ulysses,J.R.R. Tolkien,2020,Sci-Fi,9.81,3.9
War and Peace,Margaret Atwood,1979,Non-Fiction,22.95,3.5
Hamlet,Mark Twain,2017,Historical,10.63,4.7
Ulysses,Jane Austen,2000,Horror,18.84,4.5
1984,Jane Austen,1998,Mystery,7.05,5.0
To Kill a Mockingbird,F. Scott Fitzgerald,1963,Romance,21.9,4.4
Ulysses,Ernest Hemingway,2001,Fantasy,9.96,3.2
Hamlet,Margaret Atwood,2007,Historical,23.84,2.2
Pride and Prejudice,George Orwell,2009,Horror,28.9,1.3
Pride and Prejudice,J.R.R. Tolkien,2020,Non-Fiction,14.15,4.7
The Great Gatsby,Jane Austen,1979,Drama,24.53,3.2
War and Peace,F. Scott Fitzgerald,2016,Mystery,13.27,4.9
Pride and Prejudice,Jane Austen,1977,Drama,28.22,4.7
To Kill a Mockingbird,Jane Austen,2011,Romance,26.18,4.0
Moby Dick,Stephen King,1960,Fantasy,6.88,1.3
The Great Gatsby,F. Scott Fitzgerald,2019,Fantasy,13.02,3.7
The Great Gatsby,Mark Twain,1991,Romance,25.08,2.6
Moby Dick,Mark Twain,2002,Non-Fiction,11.2,1.9
Ulysses,George Orwell,2008,Sci-Fi,13.54,2.5
To Kill a Mockingbird,George Orwell,2006,Drama,15.61,1.6
Pride and Prejudice,J.K. Rowling,2021,Non-Fiction,27.18,2.7
The Great Gatsby,F. Scott Fitzgerald,2006,Adventure,11.42,1.2
Ulysses,Jane Austen,1994,Non-Fiction,15.41,2.1
Moby Dick,J.R.R. Tolkien,1996,Sci-Fi,19.54,1.7
Hamlet,Stephen King,1988,Adventure,19.88,2.4
The Odyssey,F. Scott Fitzgerald,1977,Historical,25.8,3.1
Pride and Prejudice,J.K. Rowling,2013,Fantasy,19.16,3.1
War and Peace,Stephen King,2003,Drama,5.78,2.8
Brave New World,Ernest Hemingway,1993,Romance,10.36,1.8
To Kill a Mockingbird,F. Scott Fitzgerald,2012,Horror,5.72,3.2
1984,J.R.R. Tolkien,1993,Fantasy,14.0,2.9
Moby Dick,Agatha Christie,1960,Thriller,9.64,3.9
To Kill a Mockingbird,Mark Twain,1981,Mystery,19.05,1.4
The Great Gatsby,F. Scott Fitzgerald,1957,Sci-Fi,17.31,1.4
To Kill a Mockingbird,Stephen King,1966,Thriller,11.31,3.1
To Kill a Mockingbird,Mark Twain,2002,Drama,5.02,1.2
Ulysses,J.K. Rowling,1972,Non-Fiction,6.13,2.3
The Great Gatsby,Jane Austen,1996,Mystery,11.67,1.4
To Kill a Mockingbird,Agatha Christie,2021,Mystery,23.44,2.1
Brave New World,George Orwell,1950,Drama,24.03,2.4
Hamlet,Margaret Atwood,1983,Thriller,15.06,4.3
Moby Dick,Agatha Christie,1987,Fantasy,18.41,2.6
Pride and Prejudice,Jane Austen,2000,Non-Fiction,6.8,3.2
War and Peace,Margaret Atwood,1978,Adventure,8.09,3.3
The Great Gatsby,Agatha Christie,1996,Historical,29.06,3.2
War and Peace,Ernest Hemingway,2008,Sci-Fi,22.96,3.2
Brave New World,Agatha Christie,1989,Fantasy,16.73,1.4
To Kill a Mockingbird,Agatha Christie,1972,Historical,17.81,3.7
To Kill a Mockingbird,Margaret Atwood,1995,Sci-Fi,9.12,1.2
Moby Dick,Margaret Atwood,1957,Historical,24.31,4.1
To Kill a Mockingbird,Ernest Hemingway,1956,Historical,27.7,3.5
Brave New World,Mark Twain,1980,Thriller,13.71,3.5
Hamlet,Agatha Christie,2018,Horror,5.94,2.8
Brave New World,J.K. Rowling,1955,Sci-Fi,23.32,4.6
Ulysses,Jane Austen,2009,Adventure,20.91,1.1
1984,Mark Twain,1976,Adventure,10.02,1.9
War and Peace,J.R.R. Tolkien,1993,Thriller,21.2,4.3
War and Peace,Jane Austen,1989,Non-Fiction,13.92,2.6
Pride and Prejudice,Margaret Atwood,2007,Historical,24.99,1.7
Moby Dick,Jane Austen,2023,Mystery,26.35,4.2
War and Peace,F. Scott Fitzgerald,2020,Non-Fiction,12.32,4.4
Pride and Prejudice,Stephen King,1970,Non-Fiction,20.52,2.6
Ulysses,Ernest Hemingway,2003,Mystery,16.95,4.1
Brave New World,Agatha Christie,1988,Non-Fiction,23.8,4.9
The Great Gatsby,Stephen King,1993,Mystery,12.01,1.1
Hamlet,F. Scott Fitzgerald,1986,Thriller,7.4,4.0
The Great Gatsby,J.K. Rowling,1994,Historical,12.99,2.6
War and Peace,Mark Twain,1983,Historical,12.07,3.1
Pride and Prejudice,Stephen King,1977,Thriller,29.55,1.3
1984,Ernest Hemingway,1961,Sci-Fi,14.66,4.4
The Odyssey,George Orwell,2014,Fantasy,24.85,3.1
To Kill a Mockingbird,Margaret Atwood,2012,Non-Fiction,15.59,4.8
The Great Gatsby,Margaret Atwood,1990,Non-Fiction,17.63,2.0
Moby Dick,Stephen King,1980,Adventure,9.17,1.4
The Great Gatsby,F. Scott Fitzgerald,2014,Adventure,25.84,2.5
Pride and Prejudice,F. Scott Fitzgerald,2023,Non-Fiction,25.25,3.9
War and Peace,Ernest Hemingway,1965,Sci-Fi,25.23,4.8
Hamlet,Margaret Atwood,2002,Sci-Fi,18.12,1.4
War and Peace,Jane Austen,2009,Drama,16.37,2.2
Ulysses,Mark Twain,1973,Fantasy,18.78,4.5
Brave New World,Mark Twain,2023,Thriller,12.77,3.0
Ulysses,Margaret Atwood,2004,Fantasy,18.39,4.3
The Great Gatsby,J.K. Rowling,2002,Sci-Fi,18.97,1.8
1984,Stephen King,1965,Non-Fiction,20.08,2.2
Moby Dick,F. Scott Fitzgerald,1994,Thriller,19.91,1.6
Pride and Prejudice,James Joyce,1919,Classic,12.77,3.7
The Book Thief,Leo Tolstoy,1874,Romance,22.68,4.8
Ulysses,F. Scott Fitzgerald,1959,Romance,5.09,2.1
Pride and Prejudice,Jane Austen,1985,Romance,5.76,2.6
The Girl with the Dragon Tattoo,George Orwell,1979,Drama,20.67,1.1
The Catcher in the Rye,Stieg Larsson,1999,Mystery,22.85,4.8
Pride and Prejudice,J.R.R. Tolkien,1967,Historical,14.72,4.9
The Great Gatsby,J.K. Rowling,1888,Classic,17.59,1.6
Pride and Prejudice,Jane Austen,1855,Drama,15.16,2.2
The Great Gatsby,Leo Tolstoy,1867,Sci-Fi,21.65,1.1
The Great Gatsby,J.K. Rowling,1946,Mystery,9.58,2.3
The Alchemist,Margaret Atwood,1937,Classic,22.8,3.9
1984,Stieg Larsson,1874,Classic,24.04,1.4
The Catcher in the Rye,Suzanne Collins,1921,Historical,27.75,3.6
Pride and Prejudice,Leo Tolstoy,1994,Historical,17.14,1.2
The Da Vinci Code,Harper Lee,1979,Classic,18.68,1.6
Pride and Prejudice,Margaret Atwood,1896,Fiction,29.21,1.5
The Lord of the Rings,Markus Zusak,1903,Mystery,16.37,2.9
Harry Potter and the Sorcerer's Stone,George Orwell,2015,Sci-Fi,12.88,1.0
The Kite Runner,Suzanne Collins,1920,Sci-Fi,8.97,1.6
1984,Herman Melville,1888,Fantasy,29.34,4.8
The Da Vinci Code,Suzanne Collins,1876,Fantasy,10.35,3.4
The Hunger Games,Markus Zusak,2013,Fantasy,19.48,4.9
The Da Vinci Code,Stieg Larsson,1939,Drama,28.63,2.8
1984,J.R.R. Tolkien,1905,Drama,19.6,5.0
Brave New World,J.D. Salinger,2015,Romance,14.14,3.6
The Hunger Games,F. Scott Fitzgerald,1981,Drama,25.55,4.6
The Book Thief,Stieg Larsson,1985,Classic,22.68,4.5
The Catcher in the Rye,Suzanne Collins,1892,Classic,19.76,3.5
Moby Dick,J.K. Rowling,1945,Sci-Fi,29.92,4.0
Moby Dick,J.R.R. Tolkien,1857,Fiction,9.96,2.9
The Hobbit,J.K. Rowling,2014,Romance,21.21,3.9
Moby Dick,George Orwell,1893,Fiction,14.99,4.1
War and Peace,J.D. Salinger,1998,Sci-Fi,24.74,3.4
The Hunger Games,Aldous Huxley,1920,Classic,15.59,4.5
The Great Gatsby,Aldous Huxley,1872,Classic,18.16,4.3
The Kite Runner,Harper Lee,1902,Romance,26.53,4.7
Pride and Prejudice,J.K. Rowling,1869,Fiction,11.87,2.4
The Kite Runner,Herman Melville,1902,Adventure,5.8,1.6
Brave New World,J.K. Rowling,1942,Fiction,13.34,3.0
Pride and Prejudice,F. Scott Fitzgerald,1983,Historical,18.41,4.2
The Da Vinci Code,Suzanne Collins,1987,Mystery,13.33,4.4
The Da Vinci Code,James Joyce,1897,Mystery,29.88,2.0
The Girl with the Dragon Tattoo,Khaled Hosseini,2017,Fantasy,5.72,3.6
The Da Vinci Code,Jane Austen,2021,Fantasy,5.45,2.4
Ulysses,Herman Melville,1895,Drama,14.57,2.8
Moby Dick,James Joyce,1875,Mystery,19.25,3.5
War and Peace,George Orwell,1954,Historical,9.24,4.1
The Girl with the Dragon Tattoo,Jane Austen,1891,Classic,27.12,4.1
1984,J.R.R. Tolkien,1930,Sci-Fi,8.12,2.2
The Catcher in the Rye,Stieg Larsson,1940,Mystery,21.98,3.2
The Girl with the Dragon Tattoo,James Joyce,1888,Mystery,5.89,1.8
The Da Vinci Code,Margaret Atwood,1944,Classic,17.87,4.7
The Great Gatsby,Paulo Coelho,1985,Fiction,25.37,3.4
Brave New World,Dan Brown,1979,Romance,18.69,3.6
Harry Potter and the Sorcerer's Stone,George Orwell,1938,Mystery,9.86,1.3
War and Peace,Khaled Hosseini,1962,Sci-Fi,29.52,2.8
Harry Potter and the Sorcerer's Stone,Aldous Huxley,2019,Adventure,29.18,1.5
Brave New World,Suzanne Collins,2020,Fantasy,27.21,3.6
To Kill a Mockingbird,Aldous Huxley,2016,Drama,16.33,4.8
The Hunger Games,Aldous Huxley,1860,Mystery,25.38,4.1
Ulysses,F. Scott Fitzgerald,2022,Fiction,12.76,3.1
The Book Thief,J.K. Rowling,1970,Romance,26.55,2.9
Moby Dick,Markus Zusak,1957,Fiction,11.99,1.1
Harry Potter and the Sorcerer's Stone,Harper Lee,1865,Fantasy,26.18,4.9
The Hobbit,Margaret Atwood,1949,Drama,11.21,2.9
The Lord of the Rings,Herman Melville,2005,Fantasy,11.91,4.8
The Book Thief,Dan Brown,1856,Fiction,20.16,1.3
Brave New World,Leo Tolstoy,1969,Fantasy,9.99,1.8
Moby Dick,Suzanne Collins,2008,Sci-Fi,11.0,3.9
The Hunger Games,James Joyce,1876,Historical,10.23,3.3
The Girl with the Dragon Tattoo,James Joyce,1996,Historical,15.97,1.1
The Hunger Games,F. Scott Fitzgerald,1906,Fiction,22.79,2.7
War and Peace,J.D. Salinger,1940,Historical,15.58,1.1
Pride and Prejudice,Aldous Huxley,1880,Fiction,6.23,3.1
The Book Thief,Jane Austen,1882,Classic,8.87,3.2
Ulysses,Jane Austen,1962,Fantasy,16.38,4.1
The Great Gatsby,Aldous Huxley,1880,Fiction,25.1,4.8
1984,Margaret Atwood,2001,Classic,14.74,4.3
The Da Vinci Code,Suzanne Collins,1944,Romance,17.92,1.6
The Kite Runner,Aldous Huxley,1995,Classic,11.79,3.7
The Catcher in the Rye,Harper Lee,1948,Sci-Fi,12.01,1.1
1984,Stieg Larsson,1990,Romance,14.87,3.4
The Kite Runner,Jane Austen,2002,Drama,19.03,3.3
Pride and Prejudice,J.R.R. Tolkien,1989,Classic,25.55,4.7
The Alchemist,Jane Austen,1943,Mystery,25.61,1.4
The Hunger Games,Paulo Coelho,2012,Romance,25.13,4.0
Pride and Prejudice,J.K. Rowling,2021,Adventure,18.18,1.3
The Hobbit,Dan Brown,1915,Drama,28.05,2.5
To Kill a Mockingbird,Paulo Coelho,1879,Romance,5.93,2.1
War and Peace,J.R.R. Tolkien,1924,Adventure,12.06,4.5
1984,Aldous Huxley,1918,Sci-Fi,7.17,3.8
1984,Herman Melville,1948,Adventure,22.05,2.7
War and Peace,J.D. Salinger,1886,Adventure,20.02,2.7
The Book Thief,J.R.R. Tolkien,1904,Fiction,16.36,2.0
The Kite Runner,Markus Zusak,2007,Classic,17.72,3.2
The Hobbit,Khaled Hosseini,1899,Drama,6.66,4.2
The Girl with the Dragon Tattoo,Jane Austen,1898,Mystery,25.56,3.1
The Da Vinci Code,Harper Lee,1929,Sci-Fi,8.4,1.8
The Alchemist,Suzanne Collins,1977,Mystery,9.79,3.5
To Kill a Mockingbird,Suzanne Collins,2020,Fantasy,21.81,3.2
Brave New World,J.D. Salinger,1990,Sci-Fi,27.09,2.7
Brave New World,J.K. Rowling,1993,Fiction,13.9,3.1
Brave New World,Aldous Huxley,2017,Classic,28.66,2.2
Harry Potter and the Sorcerer's Stone,James Joyce,1876,Sci-Fi,16.3,1.0
